Parent,Child
2672,836627
2672,216597
2672,1372693
2672,993819
2672,216605
2672,216606
2672,995869
2672,798756
2672,92197
2672,217126
2672,217127
2672,798760
2672,216105
2672,219689
2672,217131
2672,216620
2672,753196
2672,1372714
2672,216113
2672,219697
2672,1372725
2672,216122
2672,880700
2672,219198
2672,546367
2672,93764
2672,93766
2672,1372746
2672,219723
2672,761932
2672,219727
2672,607825
2672,2099281
2672,219225
2672,891481
2672,219227
2672,216158
2672,1043552
2672,215137
2672,903265
2672,993889
2672,1147491
2672,903269
2672,1147493
2672,996967
2672,806507
2672,996972
2672,218221
2672,995437
2672,996975
2672,996977
2672,1115761
2672,1145969
2672,996980
2672,996984
2672,352894
2672,993923
2672,804997
2672,997013
2672,996503
2672,219291
2672,215200
2672,218787
2672,218276
2672,218788
2672,996004
2672,1086631
2672,1430181
2672,1190574
2672,215729
2672,545458
2672,218803
2672,996532
2672,1190581
2672,218806
2672,218807
2672,792248
2672,218809
2672,996541
2672,798910
2672,1043647
2672,996553
2672,215757
2672,216785
2672,798931
2672,215768
2672,995033
2672,804570
2672,798939
2672,994011
2672,994017
2672,996581
2672,216297
2672,216298
2672,798954
2672,804585
2672,830707
2672,798975
2672,688896
2672,216834
2672,798979
2672,994052
2672,217862
2672,217863
2672,220422
2672,798988
2672,220429
2672,996108
2672,215823
2672,540435
2672,996118
2672,799000
2672,216857
2672,217369
2672,702747
2672,799004
2672,996122
2672,220459
2672,997163
2672,997172
2672,996662
2672,995127
2672,217400
2672,995129
2672,1147705
2672,217403
2672,795452
2672,217408
2672,995136
2672,216898
2672,799044
2672,216901
2672,761158
2672,217416
2672,217417
2672,1595209
2672,352587
2672,219980
2672,995150
2672,546128
2672,216401
2672,900446
2672,546143
2672,832866
2672,995172
2672,540518
2672,1099628
2672,217453
2672,93550
2672,217456
2672,93553
2672,796532
2672,802677
2672,220024
2672,796539
2672,216444
2672,995196
2672,93566
2672,996731
2672,996733
2672,996735
2672,856452
2672,995716
2672,995207
2672,220553
2672,1113997
2672,217487
2672,217488
2672,996240
2672,1113999
2672,877459
2672,995731
2672,996760
2672,995225
2672,631706
2672,995227
2672,997277
2672,1012125
2672,997281
2672,996258
2672,996773
2672,996775
2672,1424296
2672,220586
2672,215979
2672,218540
2672,996268
2672,1114027
2672,92591
2672,802738
2672,996274
2672,215989
2672,218549
2672,218550
2672,215992
2672,996278
2672,1242553
2672,1664453
2672,1086923
2672,831953
2672,995800
2672,993754
2672,215006
2672,993764
2672,993769
2672,994282
2672,151531
2672,1043440
2672,993780
2672,216566
2672,851961
2672,219131
2710,216160
2710,216244
3106,3104
3106,1791242
3106,856651
3106,1012462
3106,856655
3106,1544754
3106,856659
3106,856695
3132,1731343
3132,1731349
3132,151607
3141,992833
3141,332965
3141,992837
3141,332967
3141,992840
3141,992843
3141,216396
3141,353101
3141,992845
3141,992825
3141,992847
3141,992785
3141,992793
3141,992796
3194,1649976
3194,1649972
3194,333670
3266,1294337
3266,215556
3266,261638
3266,219658
3266,220180
3266,1422887
3266,220202
3266,216620
3266,1363500
3266,2174512
3266,216119
3266,2174519
3266,217658
3266,2174522
3266,220743
3266,220746
3266,219724
3266,1144909
3266,2279503
3266,216147
3266,216150
3266,219222
3266,215128
3266,2284125
3266,1358434
3266,1236072
3266,2266728
3266,219754
3266,215148
3266,220784
3266,219765
3266,216188
3266,541822
3266,1151104
3266,216202
3266,218251
3266,215186
3266,2204820
3266,219291
3266,2200732
3266,1430181
3266,218279
3266,2200748
3266,215725
3266,2200751
3266,215728
3266,215729
3266,996532
3266,215738
3266,1422524
3266,996541
3266,216774
3266,216775
3266,217288
3266,541385
3266,541899
3266,2371275
3266,2371278
3266,352976
3266,218331
3266,217309
3266,2283238
3266,220396
3266,220398
3266,2205430
3266,2205434
3266,1357569
3266,1145604
3266,220423
3266,220424
3266,217865
3266,220426
3266,1037067
3266,1145607
3266,1145614
3266,1037071
3266,2282771
3266,1037079
3266,216857
3266,218907
3266,220453
3266,219430
3266,219945
3266,758576
3266,218932
3266,218933
3266,754485
3266,1037110
3266,2205494
3266,216377
3266,848187
3266,2205502
3266,1421632
3266,216898
3266,218946
3266,2205506
3266,216901
3266,1037128
3266,216915
3266,220501
3266,217430
3266,1037143
3266,216411
3266,217435
3266,218472
3266,217965
3266,216942
3266,2282862
3266,220017
3266,216435
3266,220024
3266,220025
3266,216442
3266,214910
3266,2177919
3266,2173827
3266,261508
3266,995716
3266,995207
3266,759692
3266,285071
3266,995731
3266,219542
3266,215979
3266,218540
3266,218543
3266,218034
3266,218035
3266,220595
3266,860082
3266,216503
3266,216504
3266,49087
3266,217540
3266,217029
3266,995800
3266,2178015
3266,216032
3266,1192934
3266,215015
3266,219112
3266,219627
3266,218607
3266,217584
3266,2201583
3266,217587
3266,284661
3266,1037302
3266,262141
3266,261630
3287,822929
3287,884384
3287,884521
3287,884531
3287,1425332
3287,1927609
3287,541882
3287,1927611
3287,151612
3287,541890
3287,687042
3287,847176
3287,84815
3287,578388
3287,1927636
3287,543319
3287,1535453
3287,578398
3287,800481
3287,578405
3287,216555
3287,1535469
3287,578547
3287,578551
3538,151906
3538,746339
3538,360580
3538,831108
3538,2108326
3538,151563
3538,225721
3538,831245
3538,226254
3538,203441
3538,217266
3538,226036
3538,152504
3538,216281
3538,152157
3538,831262
3538,360927
3539,216908
3539,545685
3539,343063
3539,545688
3539,218327
3539,216669
3565,1594584
3565,1594588
3565,203516
3565,203518
3690,450469
3740,331873
3740,331874
3740,331875
3740,204232
3740,353405
3754,216913
3754,202389
3754,202390
3754,1190747
3754,219645
3754,1191134
4055,345826
4055,345827
4055,216966
4055,218151
4055,486953
4055,486956
4055,486959
4055,353619
4055,203669
4055,486965
4055,645943
4055,487128
4055,540696
4055,486911
4056,151714
4056,686404
4056,54476
4056,128781
4056,686349
4056,686382
4056,863600
4056,686417
4056,203253
4056,895381
4056,645943
4056,220094
4058,890954
4058,903955
4058,645943
4090,3815
4108,151689
4108,1729077
4109,151689
4109,1251906
4109,1251902
4170,2000692
4324,154993
4461,1792387
4461,353031
4461,284681
4461,2045197
4461,1191314
4461,616088
4461,1191322
4461,1191326
4461,2099360
4461,2099362
4461,1191338
4461,1191345
4461,224947
4461,224948
4461,224949
4461,1191347
4461,1366202
4461,352578
4461,1191364
4461,1191366
4461,1191369
4461,1542990
4461,217170
4461,1191382
4461,1191255
4461,1191384
4461,584154
4461,1191386
4461,1191388
4461,1191261
4461,217054
4461,1552350
4461,1552352
4461,1191401
4461,1191405
4461,1191407
4461,1191410
4464,392962
4464,439721
4464,439724
4464,1006895
4464,392958
4465,439746
4465,439722
4465,439725
4465,1006895
4465,392959
4608,151802
4608,439819
4608,202636
4617,439828
4617,439830
4639,151770
4780,1094016
4780,1421158
4780,1114472
4780,1114474
4780,1857716
4847,360292
4847,332036
4847,332037
4847,1007397
4847,823882
4847,1236143
4847,331697
4847,332465
4847,1486993
4847,1112789
4847,1150297
4847,2175995
4847,1369407
4955,152322
4955,385548
4955,360848
4955,1437970
4955,999962
4955,1247657
4955,1790635
4955,1790640
4955,334897
4955,1721304
4955,315999
4955,316000
4955,316001
4955,336619
4955,1720941
4955,1992564
4955,1720949
4955,1992567
4955,2371711
4981,316002
4981,316003
4981,385329
4981,203004
4981,360796
4981,360795
4981,215484
4981,360797
5463,440416
5463,1426688
5463,1650275
5463,1539428
5463,2109975
5463,1539431
5463,1246830
5463,2109977
5463,335440
5463,1246832
5463,440405
5463,203446
5463,203447
5463,1246841
5463,398331
5463,440412
5463,333309
5463,1112479
6051,2264349
6232,227589
6294,203361
6294,153134
6400,995777
6400,995779
6400,440932
6400,440934
6400,440935
6400,332104
6400,440936
6400,440940
6400,335152
6400,335153
6400,1372573
6417,336992
6417,335713
6417,335714
6417,335715
6417,336833
6417,452129
6417,1086848
6417,1115558
6417,1115582
6417,1115586
6417,1115563
6417,1115567
6417,452176
6417,1115541
6417,1115580
6417,452828
6417,452830
6537,801633
6537,830658
6537,800488
6537,800459
6537,800468
6537,800501
6537,800377
6537,800506
6537,800477
6538,801633
6538,830658
6538,800488
6538,800459
6538,800468
6538,800501
6538,800377
6538,800506
6538,800477
6553,152300
6693,152160
6693,151680
6693,360769
6693,829612
6693,152017
6693,151544
6693,334009
6693,829499
6693,202493
6693,202494
6693,829497
6804,979488
6804,979329
6804,151336
6804,227561
6804,979408
6804,979378
6804,979315
6804,979443
6804,979474
6804,979414
6806,203526
6979,630820
6979,2375334
6979,1302651
6979,216814
6979,151567
6979,151312
6979,226321
6979,151442
6979,543963
6979,152056
6979,152059
6979,352444
6979,220767
7008,904631
7008,904578
7008,151430
7008,284871
7008,904588
7008,224909
7008,904621
7008,904560
7008,152373
7008,904566
7008,904629
7008,904600
7008,904633
7008,1593722
7008,1593726
7237,226234
7240,854816
7240,854819
7240,854823
7240,218650
7240,854810
7240,854813
7276,203803
7300,1116151
7300,152085
7300,866041
7300,1551515
7300,1306917
7300,218670
7300,1191342
7300,216244
7300,2105781
7300,1191358
7300,688705
7300,1995465
7300,1542990
7300,892115
7300,670295
7300,216160
7300,1191392
7300,1191395
7300,92267
7300,1366647
7300,1374841
7300,1093247
7316,1649889
7316,262500
7316,1649893
7316,1649897
7316,1190768
7316,1649885
7316,1429278
7508,227559
7631,437968
7631,440708
7631,440706
7631,438020
7716,994527
7716,994534
7716,261599
7716,994540
7716,262324
7716,218776
7716,994520
7884,832081
7884,832085
7884,7951
7982,731554
7982,345114
7982,1856548
7982,1484869
7982,583271
7982,1232393
7982,1233290
7982,745048
7982,1432521
7982,745297
7982,1008049
7982,623671
7982,225110
7982,470038
7982,731542
7982,466553
7982,215674
7982,731549
7983,1050112
7983,1233536
7983,1232393
7983,1233290
7983,1731725
7983,1008532
7983,731543
7983,220952
7983,1050108
7983,1856548
7983,745511
7983,1438119
7983,1438126
7983,745520
7983,1438132
7983,623672
7983,901187
7983,1484869
7983,1432521
7983,623694
7983,1484753
7983,225110
7983,1549542
7983,583272
7983,890859
7983,1549547
7983,882543
7983,1090038
7983,466553
7983,745467
7983,1094908
7992,995590
7992,316458
7992,316459
7992,316460
7992,316461
7992,316462
7992,316463
7992,317459
7995,1811402
7995,861596
7995,218646
7995,495527
8048,203553
8048,1191349
8124,203799
8164,604161
8164,604163
8164,688132
8164,219141
8164,657414
8164,604180
8164,215062
8164,1247255
8164,542745
8164,725024
8164,92194
8164,92197
8164,1441832
8164,1357867
8164,1423417
8164,647227
8164,542781
8164,774205
8164,1423425
8164,604229
8164,1251400
8164,802890
8164,761932
8164,761933
8164,1357900
8164,604247
8164,219224
8164,825432
8164,284766
8164,903265
8164,217195
8164,542827
8164,966772
8164,647287
8164,1314936
8164,92290
8164,761987
8164,1540231
8164,647309
8164,352400
8164,647313
8164,829595
8164,219293
8164,745634
8164,352424
8164,284845
8164,1046711
8164,700603
8164,616645
8164,831694
8164,219354
8164,798939
8164,831708
8164,727268
8164,1542381
8164,606447
8164,798962
8164,579827
8164,1300734
8164,727297
8164,606471
8164,606472
8164,796940
8164,604438
8164,799004
8164,543008
8164,1190177
8164,768291
8164,1020198
8164,1485094
8164,1091882
8164,643379
8164,352569
8164,848187
8164,352575
8164,352576
8164,1046850
8164,217413
8164,672072
8164,686409
8164,801096
8164,686413
8164,1190228
8164,700758
8164,543064
8164,647514
8164,700762
8164,217447
8164,352626
8164,352627
8164,604530
8164,895349
8164,606582
8164,1608060
8164,217472
8164,1548672
8164,801156
8164,856452
8164,1089929
8164,1653129
8164,219542
8164,692630
8164,1302939
8164,631197
8164,285089
8164,979362
8164,1540513
8164,217511
8164,219562
8164,1190314
8164,219564
8164,352687
8164,215477
8164,215478
8164,215479
8164,352694
8164,217529
8164,352699
8164,543170
8164,731586
8164,2118082
8164,217555
8164,217559
8164,1307110
8164,1038823
8164,748012
8164,1014253
8164,217585
8164,604665
8164,602622
8164,993800
8164,217614
8164,217615
8164,1745439
8164,219681
8164,1090084
8164,727592
8164,672297
8164,1745451
8164,1090092
8164,672301
8164,543278
8164,631350
8164,543290
8164,723521
8164,602692
8164,217669
8164,219723
8164,219724
8164,1053259
8164,604759
8164,543329
8164,1372769
8164,832101
8164,631409
8164,219765
8164,858758
8164,1299079
8164,541321
8164,217751
8164,543387
8164,2122402
8164,604838
8164,219819
8164,1188526
8164,864943
8164,2122418
8164,602807
8164,604858
8164,1491652
8164,1534660
8164,162502
8164,729800
8164,707273
8164,858833
8164,707283
8164,217814
8164,604889
8164,643801
8164,604898
8164,746210
8164,826082
8164,903909
8164,1114861
8164,2257645
8164,895739
8164,1491713
8164,217860
8164,885513
8164,899850
8164,604943
8164,672535
8164,219932
8164,1485600
8164,1438498
8164,1094435
8164,2173734
8164,2173737
8164,998195
8164,758580
8164,758584
8164,758588
8164,758592
8164,1360728
8164,1858393
8164,1037152
8164,605025
8164,1360739
8164,605029
8164,1037160
8164,877428
8164,220025
8164,631695
8164,701329
8164,1424275
8164,828312
8164,631706
8164,1090458
8164,807836
8164,2278310
8164,215978
8164,215980
8164,215985
8164,1147825
8164,218037
8164,744376
8164,1037244
8164,668607
8164,1039296
8164,1088456
8164,1242071
8164,1045467
8164,216031
8164,1090531
8164,216040
8164,631788
8164,2184174
8164,603123
8164,1358838
8164,2286593
8164,668675
8164,218130
8164,1313812
8164,1012763
8164,539677
8164,1111088
8164,1487921
8164,746558
8164,1926216
8164,808022
8164,216158
8164,1043552
8164,1041505
8164,1490016
8164,1940582
8164,1236071
8164,707688
8164,808041
8164,1367153
8164,1367157
8164,216183
8164,603256
8164,1193085
8164,1242241
8164,603273
8164,707721
8164,218252
8164,218253
8164,824465
8164,218269
8164,1086631
8164,724137
8164,1012922
8164,607431
8164,1012936
8164,998604
8164,701655
8164,705758
8164,1088735
8164,996578
8164,996581
8164,539880
8164,541933
8164,216306
8164,830707
8164,9463
8164,539898
8164,1012987
8164,216320
8164,664839
8164,1013000
8164,996620
8164,656655
8164,996626
8164,1086745
8164,539931
8164,1363233
8164,1303844
8164,1086760
8164,795946
8164,795950
8164,542000
8164,605489
8164,656688
8164,542008
8164,904511
8164,761158
8164,539987
8164,656726
8164,1314137
8164,900446
8164,605536
8164,216417
8164,996705
8164,220516
8164,220517
8164,1244524
8164,93552
8164,261492
8164,216444
8164,218494
8164,1426817
8164,542083
8164,1535367
8164,220553
8164,220555
8164,218512
8164,656784
8164,1113489
8164,656788
8164,542101
8164,656792
8164,542105
8164,656796
8164,806300
8164,1299874
8164,806310
8164,708008
8164,656812
8164,669118
8164,540099
8164,220621
8164,218583
8164,1007065
8164,404963
8164,404976
8164,404977
8164,540148
8164,724470
8164,218623
8164,900609
8164,261639
8164,261640
8164,900618
8164,1086987
8164,216597
8164,796199
8164,708136
8164,216622
8164,1297966
8164,808497
8164,261683
8164,857651
8164,204346
8164,1087034
8164,1244734
8164,1087042
8164,93763
8164,93764
8164,1087044
8164,220745
8164,2172492
8164,669264
8164,792146
8164,708184
8164,216672
8164,644708
8164,796263
8164,220776
8164,34411
8164,687724
8164,796267
8164,806507
8164,220784
8164,2268786
8164,806528
8164,636547
8164,806533
8164,996997
8164,1234570
8164,847500
8164,216719
8164,730774
8164,753314
8164,857769
8164,583340
8164,542384
8164,405175
8164,763578
8164,405181
8164,583358
8164,2371263
8164,806600
8164,1941193
8164,216779
8164,216780
8164,405200
8164,1308370
8164,1148628
8164,796375
8164,1535703
8164,2272983
8164,579292
8164,579296
8164,857825
8164,804579
8164,579305
8164,804585
8164,726766
8164,2205428
8164,405255
8164,405265
8164,405266
8164,1242899
8164,216853
8164,216854
8164,1242901
8164,216856
8164,216858
8164,1232666
8164,1242910
8164,759593
8164,476970
8164,704301
8164,405297
8164,1044287
8164,216896
8164,216897
8164,1808191
8164,216899
8164,216900
8164,216902
8164,616263
8164,216907
8164,216916
8164,804696
8164,630623
8164,866154
8164,1046379
8164,1099628
8164,802677
8164,405367
8164,995207
8164,702348
8164,214926
8164,606106
8164,997278
8164,997282
8164,829351
8164,540589
8164,757679
8164,630705
8164,860082
8164,892855
8164,1095615
8164,702405
8164,217030
8164,1427400
8164,657355
8164,479180
8164,1722328
8164,2201580
8164,542705
8164,702449
8164,284665
8164,219131
8164,1052671
8337,450814
8337,335445
8337,335446
8337,335447
8689,904169
8689,1119307
8689,904171
8705,203546
8706,152385
8706,203546
8724,1188516
8762,224918
8786,849440
8786,583202
8786,827747
8786,849447
8786,92328
8786,151656
8786,492810
8786,849320
8786,849453
8786,849294
8786,849460
8786,738461
8985,2281729
8985,1050116
8985,2281737
8985,895884
8985,2281745
8985,892306
8985,2281751
8985,2281757
8985,905250
8985,1291939
8985,2205731
8985,2281763
8985,905254
8985,1313064
8985,2281769
8985,2205738
8985,2205742
8985,2205746
8985,996020
8985,901819
8985,882493
8985,892094
8985,901823
8985,203584
8985,203585
8985,1927870
8985,1433542
8985,996039
8985,1433544
8985,1808839
8985,1661534
8985,1356518
8985,1661542
8985,219254
8985,215422
9001,903840
9001,903842
9001,903846
9001,903850
9001,903856
9001,219602
9001,203001
9004,333232
9004,336313
9069,487234
9069,852905
9069,1040055
9069,852876
9069,385229
9069,852973
9069,385231
9069,852979
9069,1040051
9069,539799
9069,593881
9069,9084
9069,852990
9075,219561
9075,997009
9075,647128
9075,219547
9075,358556
9522,1439904
9522,1491644
9522,1591991
9603,1046786
9603,216326
9603,215561
9603,215563
9603,216722
9603,216723
9603,217492
9603,1048084
9603,1046807
9603,831902
9603,540194
9603,215337
9603,216876
9603,608686
9603,215602
9603,2283060
9603,217656
9603,215608
9603,1046712
9603,753345
9603,217667
9603,115141
9603,1012934
9603,219211
9603,1547980
9603,1372749
9603,218191
9603,1046996
9603,219992
9603,219993
9603,219994
9603,216156
9603,2168033
9603,1046757
9603,2204774
9603,1739882
9603,1728761
9603,218494
9860,227540
9864,203514
9871,440577
9871,999622
9871,340596
9871,999637
9871,451321
9872,904546
9872,904574
9872,151629
9872,904534
9874,343342
9881,724450
9881,328959
9881,644132
9881,1115588
9881,1086023
9881,1810092
9881,2044877
9881,330830
9881,797614
9881,1299630
9881,1995282
9881,665045
9881,335581
9881,335582
9881,335583
9895,218753
9895,1876367
9895,1999184
9895,1876369
9895,1666591
9900,1484869
9900,1008049
9900,1008532
9900,745301
9900,225110
9900,745304
9900,745465
9903,450768
9907,220553
9907,1489931
9907,360853
9907,336805
9907,219819
9907,316716
9907,316715
9907,316717
9907,349871
9907,349872
9907,345909
9907,1591991
9907,451767
9907,1491644
9907,1606204
9907,1241675
9907,1721429
9907,335599
9907,335600
9907,899315
9907,216310
10369,857634
10369,151451
10369,857669
10369,857676
10369,857682
10369,203543
10369,203544
10369,857659
10369,857663
10382,1008352
10382,1009479
10382,1088329
10382,385147
10382,1088331
10382,217549
10382,215283
10382,218294
10382,385143
10382,216795
10382,1006908
10382,1010621
10382,1010039
10456,891456
10456,891520
10456,1298305
10456,1314787
10456,1087620
10456,1314661
10456,1119562
10456,1314667
10456,1090060
10456,1441368
10456,1090064
10456,1100464
10456,1114512
10456,1119570
10456,1116180
10456,1248244
10456,1304498
10456,1314680
10459,332915
10761,1053698
10761,1053702
10761,1395721
10761,1053709
10761,1053713
10761,1085970
10761,1085976
10761,202779
10761,1085980
10761,1085984
10761,1053733
10761,1053737
10761,261674
10761,1014315
10761,1442872
10761,1090640
10761,217173
10761,1086038
10761,2289238
10761,1086042
10761,857692
10761,857694
10761,1086046
10761,1086052
10761,202877
